status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
good,1,rent,60,21,married,no_rec,fixed,58,132,0,0,1275,1381,92,3,1369
bad,6,owner,36,44,married,no_rec,fixed,75,150,7000,600,650,650,100,4,1370
good,1,rent,36,34,married,no_rec,freelance,94,189,15000,1500,1500,2435,62,2,1371
good,15,rent,48,40,married,yes_rec,fixed,88,125,0,0,1100,1498,73,2,1372
good,11,parents,36,29,single,no_rec,fixed,35,64,0,0,600,1314,46,2,1373
good,1,rent,36,44,married,no_rec,fixed,105,145,0,0,1000,2275,44,1,1374
bad,1,rent,36,27,single,no_rec,fixed,42,67,0,0,1000,1350,74,1,1375
bad,1,owner,36,27,married,no_rec,partime,45,127,4500,3000,600,745,81,3,1376
good,11,owner,48,46,married,no_rec,freelance,75,160,10000,0,1150,1156,99,4,1377
good,2,owner,60,43,married,yes_rec,fixed,45,63,3000,0,1100,1683,65,1,1378
good,1,owner,36,25,widow,no_rec,fixed,45,60,2000,0,525,800,66,1,1379
good,11,rent,60,28,single,no_rec,fixed,42,67,0,0,900,1399,64,2,1380
good,3,owner,48,30,married,no_rec,fixed,75,88,6000,400,1200,1796,67,0,1381
bad,1,rent,48,29,married,no_rec,partime,77,170,0,0,1300,2262,57,3,1382
good,15,rent,60,39,married,no_rec,freelance,60,145,5000,0,1300,1625,80,4,1383
bad,1,other,42,24,single,yes_rec,fixed,35,60,0,0,1200,1616,74,1,1384
good,8,owner,12,29,married,no_rec,fixed,45,92,6000,2400,100,1492,7,3,1385
good,10,priv,60,55,married,no_rec,fixed,60,195,4000,0,1900,2150,88,4,1386
good,3,rent,36,27,married,no_rec,fixed,68,80,0,0,325,400,81,1,1387
bad,2,owner,36,20,single,no_rec,freelance,35,184,80000,30000,750,1350,56,-7,1388
good,0,other,42,24,single,no_rec,fixed,35,42,0,0,800,1450,55,0,1389
good,9,other,36,32,single,no_rec,fixed,35,125,0,0,1000,1725,58,3,1390
good,4,rent,48,38,married,no_rec,fixed,91,161,5000,0,800,1008,79,4,1391
good,0,parents,24,24,single,no_rec,partime,35,117,4000,0,1000,1489,67,2,1392
good,7,owner,18,33,married,no_rec,freelance,60,164,4000,0,550,1679,33,3,1393
good,1,parents,60,30,single,no_rec,fixed,35,75,0,0,1000,1156,87,2,1394
good,25,other,18,43,married,no_rec,fixed,75,85,700,0,400,1205,33,0,1395
good,6,rent,60,34,separated,no_rec,fixed,47,120,0,0,1100,1700,65,4,1396
good,3,rent,48,35,separated,no_rec,fixed,59,240,0,0,1300,1627,80,7,1397
good,4,owner,60,24,married,no_rec,freelance,60,250,9000,3400,1250,1300,96,7,1398
bad,0,owner,60,30,married,no_rec,others,60,78,3500,0,1250,1365,92,1,1399
good,5,owner,18,28,married,no_rec,fixed,60,102,2500,1300,450,1437,31,1,1400
bad,12,owner,48,49,married,yes_rec,fixed,45,152,7500,0,1100,2120,52,5,1401
good,4,priv,24,44,married,no_rec,fixed,75,96,4000,0,580,923,63,1,1402
bad,9,parents,60,31,single,yes_rec,fixed,35,92,0,0,1000,1161,86,3,1403
good,2,parents,60,26,married,no_rec,fixed,45,199,0,0,1500,1698,88,6,1404
good,0,owner,48,43,married,no_rec,partime,75,71,14000,0,1100,1660,66,-0,1405
good,13,owner,60,38,single,no_rec,fixed,45,80,4000,0,1060,1274,83,2,1406
good,2,other,42,25,married,no_rec,fixed,60,190,0,0,1100,1729,64,5,1407
good,8,owner,36,40,married,no_rec,freelance,75,200,10000,0,700,800,88,6,1408
good,14,priv,12,49,married,no_rec,fixed,90,140,3000,500,400,1432,28,1,1409
bad,11,rent,48,40,married,no_rec,fixed,59,140,0,0,1000,1930,52,4,1410
bad,20,owner,36,57,married,no_rec,fixed,90,114,5000,1500,1000,1193,84,0,1411
good,1,parents,48,28,single,no_rec,fixed,35,140,0,0,1400,1728,81,4,1412
good,14,parents,60,28,married,no_rec,fixed,45,140,0,0,1150,1301,88,5,1413
good,13,owner,48,54,married,yes_rec,fixed,45,90,2500,0,1000,1198,83,2,1414
good,0,owner,36,36,married,no_rec,fixed,75,424,9500,700,1000,1690,59,12,1415
good,1,rent,60,26,married,no_rec,partime,61,155,0,0,1035,1709,61,5,1416
bad,0,owner,60,36,married,yes_rec,freelance,75,239,6000,0,1650,1861,89,6,1417
good,10,rent,60,26,married,no_rec,fixed,78,175,0,0,1000,1314,76,6,1418
good,28,parents,24,44,married,no_rec,freelance,90,180,0,0,450,1472,31,5,1419
good,8,owner,36,30,married,no_rec,fixed,60,50,5000,400,300,1890,16,-2,1420
good,1,owner,36,24,married,no_rec,fixed,45,113,3500,0,1200,1702,71,2,1421
bad,1,rent,48,26,single,no_rec,fixed,45,100,0,0,1400,1968,71,2,1422
bad,0,other,60,27,married,yes_rec,fixed,75,122,0,0,1600,1786,90,2,1423
good,1,owner,60,44,married,no_rec,freelance,90,905,20000,15000,1200,1381,87,33,1424
good,1,other,36,29,single,no_rec,fixed,35,52,0,0,1000,1152,87,1,1425
good,8,owner,60,32,married,no_rec,fixed,75,157,3500,1800,1300,1590,82,3,1426
good,10,owner,24,46,married,no_rec,freelance,120,400,6000,2700,600,1080,56,10,1427
good,4,rent,48,39,married,no_rec,fixed,91,157,0,0,1300,1501,87,2,1428
bad,0,parents,60,30,married,no_rec,freelance,60,114,0,0,1000,1110,90,3,1429
bad,10,owner,60,27,married,no_rec,fixed,45,120,5000,2000,1570,1914,82,2,1430
good,9,rent,60,37,married,no_rec,fixed,91,162,0,0,1000,1537,65,4,1431
bad,0,owner,48,26,married,no_rec,freelance,45,184,16000,3648,400,1751,23,12,1432
good,5,rent,24,29,married,no_rec,freelance,45,198,0,0,800,1197,67,5,1433
good,8,owner,36,60,married,no_rec,freelance,45,78,11000,0,500,670,75,2,1434
bad,0,rent,36,26,married,no_rec,partime,80,195,0,0,600,785,76,7,1435
good,2,rent,60,33,single,no_rec,fixed,75,400,0,0,1450,1457,100,13,1436
bad,0,other,36,52,married,no_rec,freelance,45,74,0,0,500,1050,48,2,1437
good,6,rent,24,28,married,no_rec,fixed,62,166,0,0,500,1150,43,5,1438
good,20,owner,48,53,married,no_rec,fixed,60,135,4000,0,1170,1297,90,3,1439
good,10,owner,60,36,married,no_rec,fixed,75,204,5000,0,1400,1460,96,6,1440
good,14,owner,36,34,married,no_rec,fixed,75,155,3000,1000,400,1908,21,6,1441
good,1,owner,36,30,married,no_rec,fixed,45,120,3000,1100,1750,2245,78,1,1442
good,3,parents,60,25,single,no_rec,fixed,35,130,6000,0,625,1083,58,9,1443
good,2,owner,18,43,married,no_rec,freelance,90,356,5000,800,700,1073,65,7,1444
good,25,other,60,50,married,no_rec,fixed,90,230,0,0,800,860,93,10,1445
good,36,owner,48,58,married,no_rec,fixed,45,100,5500,108,700,1291,54,4,1446
good,11,owner,60,44,married,yes_rec,fixed,60,130,3500,0,1400,1731,81,3,1447
good,7,owner,60,23,single,no_rec,fixed,60,145,4500,0,1100,1150,96,5,1448
good,0,rent,18,34,married,yes_rec,partime,98,81,0,0,300,450,67,-1,1449
good,1,owner,60,29,married,no_rec,fixed,60,136,7000,0,1000,1688,59,5,1450
good,17,owner,60,32,married,no_rec,fixed,75,200,5000,2500,1550,1721,90,4,1451
bad,2,owner,36,19,single,yes_rec,freelance,35,184,9000,0,500,1100,45,11,1452
good,18,rent,42,35,married,no_rec,fixed,76,157,0,0,800,1687,47,4,1453
good,0,parents,48,24,single,no_rec,partime,45,76,0,0,1640,1649,99,1,1454
good,2,owner,60,25,married,no_rec,freelance,45,200,6000,1500,1600,1866,86,5,1455
good,1,parents,12,24,single,no_rec,fixed,35,128,0,0,300,1056,28,4,1456
good,2,owner,18,37,married,no_rec,fixed,90,90,1500,0,400,1166,34,0,1457
bad,5,rent,48,30,separated,yes_rec,partime,39,41,0,0,1300,1600,81,0,1458
good,12,owner,48,35,married,no_rec,fixed,45,125,6000,0,350,1511,23,11,1459
good,1,other,36,28,single,no_rec,freelance,35,100,0,0,1950,2074,94,1,1460
good,14,owner,60,45,married,no_rec,fixed,120,250,18000,0,450,911,49,17,1461
bad,3,parents,36,19,single,yes_rec,fixed,35,47,0,0,500,700,71,1,1462
good,2,parents,24,30,married,no_rec,partime,45,57,0,0,500,974,51,1,1463
bad,6,owner,12,36,married,yes_rec,fixed,90,78,6000,2700,300,500,60,-2,1464
bad,2,rent,36,29,married,no_rec,fixed,85,100,0,0,2100,2300,91,0,1465
good,13,owner,60,28,married,no_rec,fixed,60,102,3500,0,1175,1375,85,2,1466
good,0,rent,60,27,married,no_rec,fixed,58,133,0,0,400,1136,35,11,1467
good,3,other,48,22,single,no_rec,freelance,60,104,5000,0,1300,1813,72,2,1468
good,15,owner,60,40,married,yes_rec,freelance,75,1,16000,0,1150,1850,62,-4,1469
good,1,parents,48,26,single,no_rec,freelance,35,500,0,0,1300,1561,83,17,1470
bad,8,rent,60,40,separated,no_rec,fixed,70,100,0,0,1300,1510,86,1,1471
bad,1,owner,60,52,single,no_rec,fixed,35,150,6000,0,1580,1756,90,4,1472
bad,1,parents,60,24,single,no_rec,partime,35,115,0,0,1400,1420,99,3,1473
bad,0,owner,48,38,married,no_rec,freelance,90,38,2800,0,1050,1238,85,-2,1474
bad,1,rent,36,25,married,no_rec,partime,67,67,0,0,775,850,91,0,1475
bad,3,rent,60,38,married,yes_rec,partime,72,123,0,0,1030,1170,88,3,1476
good,18,owner,60,36,married,no_rec,fixed,45,85,3000,0,1500,1856,81,2,1477
bad,0,owner,60,44,divorced,yes_rec,fixed,60,60,4000,3378,1400,1703,82,-1,1478
bad,4,owner,60,33,married,no_rec,partime,90,82,3500,1000,1300,1795,72,-1,1479
good,1,owner,36,36,single,no_rec,fixed,35,345,18000,0,2000,2961,68,6,1480
good,0,parents,36,26,married,no_rec,partime,60,142,0,0,1000,1426,70,3,1481
good,10,owner,24,63,married,no_rec,freelance,60,107,17000,0,800,1472,54,1,1482
good,2,owner,60,40,married,no_rec,fixed,90,161,8000,470,1200,1670,72,3,1483
bad,4,other,60,24,single,no_rec,partime,35,63,0,0,900,1777,51,2,1484
good,4,owner,24,22,single,no_rec,fixed,35,79,4000,0,1000,1618,62,1,1485
bad,7,parents,60,40,married,no_rec,fixed,90,93,8000,0,1300,1588,82,0,1486
good,11,owner,36,26,married,no_rec,fixed,45,137,6000,0,1000,1264,79,3,1487
bad,4,priv,60,30,married,yes_rec,fixed,60,74,1500,0,870,875,99,1,1488
good,15,owner,48,31,married,no_rec,fixed,60,131,3000,0,770,872,88,4,1489
good,4,owner,48,22,single,no_rec,fixed,45,113,14000,0,1300,1410,92,3,1490
bad,1,owner,60,61,married,no_rec,others,45,30,6000,0,1000,1055,95,-1,1491
good,7,parents,30,33,married,no_rec,fixed,75,154,4000,125,850,2243,38,3,1492
good,28,owner,24,45,married,no_rec,fixed,75,164,5000,0,600,1190,50,4,1493
good,3,owner,36,35,married,no_rec,fixed,75,84,3000,144,475,800,59,1,1494
bad,1,owner,60,24,married,no_rec,fixed,45,199,6500,3000,1400,1702,82,5,1495
good,3,parents,48,26,single,no_rec,fixed,35,120,0,0,1100,2080,53,4,1496
good,6,other,60,63,married,no_rec,fixed,45,234,0,0,610,1027,59,19,1497
good,5,owner,48,41,married,no_rec,fixed,90,275,25000,1000,1800,2260,80,5,1498
good,17,owner,48,42,married,no_rec,freelance,75,250,7000,1000,1600,2078,77,5,1499
bad,1,rent,48,37,separated,yes_rec,fixed,46,110,0,0,900,1312,69,3,1500
bad,5,owner,60,44,married,no_rec,freelance,45,65,4000,0,1400,1847,76,1,1501
good,2,rent,36,36,married,no_rec,freelance,95,200,5000,0,800,1158,69,5,1502
bad,0,rent,48,37,married,yes_rec,partime,120,300,8000,2000,1500,2977,50,5,1503
bad,6,owner,24,39,married,no_rec,fixed,75,58,2000,0,175,300,58,-2,1504
bad,20,owner,60,54,married,no_rec,freelance,75,99,10000,0,900,1056,85,2,1505
good,2,owner,48,32,married,no_rec,fixed,75,139,2000,80,460,1589,29,7,1506
good,22,owner,48,45,married,no_rec,fixed,45,208,11500,0,1000,1698,59,8,1507
good,4,other,12,28,married,no_rec,fixed,45,99,0,0,250,1000,25,3,1508
bad,1,rent,60,25,married,no_rec,freelance,45,54,0,0,1000,1310,76,1,1509
good,15,priv,60,30,married,no_rec,fixed,60,140,4000,1680,400,1320,30,9,1510
bad,5,parents,48,25,single,no_rec,fixed,35,78,0,0,1000,1154,87,2,1511
good,14,owner,60,37,married,no_rec,fixed,60,79,3500,0,700,1700,41,2,1512
good,1,owner,36,36,married,no_rec,partime,45,80,500,0,950,1566,61,1,1513
good,12,owner,60,37,married,no_rec,freelance,60,85,6000,0,1200,1731,69,1,1514
good,25,rent,42,61,married,no_rec,fixed,57,121,0,0,750,830,90,4,1515
good,20,owner,36,41,married,no_rec,freelance,90,250,13500,0,1900,2200,86,3,1516
good,1,owner,48,33,married,no_rec,fixed,45,104,6500,0,1150,1348,85,2,1517
good,6,owner,48,33,married,no_rec,freelance,45,78,3500,0,1100,1526,72,1,1518
good,2,parents,48,34,single,no_rec,fixed,45,157,4000,0,1450,1769,82,4,1519
good,1,rent,48,42,married,no_rec,fixed,94,192,0,0,1350,1819,74,3,1520
good,16,parents,48,35,separated,no_rec,fixed,60,103,0,0,500,862,58,4,1521
bad,6,parents,60,38,married,no_rec,fixed,45,75,0,0,1175,1800,65,2,1522
bad,8,rent,60,28,married,no_rec,fixed,53,177,0,0,1900,2530,75,4,1523
bad,0,parents,36,21,single,yes_rec,fixed,35,75,0,0,690,790,87,2,1524
good,20,owner,18,40,married,no_rec,fixed,75,210,3500,0,800,1717,47,3,1525
good,0,owner,24,39,married,no_rec,others,35,54,10000,0,600,950,63,1,1526
good,5,owner,60,43,married,no_rec,fixed,75,105,5000,0,1000,1809,55,2,1527
bad,6,priv,36,29,single,no_rec,partime,35,68,1500,0,500,525,95,2,1528
good,2,parents,24,19,single,no_rec,partime,35,50,50000,0,900,1472,61,0,1529
good,18,rent,60,52,married,no_rec,fixed,58,128,0,0,800,1235,65,5,1530
bad,1,owner,60,39,married,no_rec,freelance,60,93,6000,3000,850,1104,77,0,1531
good,0,owner,12,49,widow,no_rec,freelance,60,134,21000,0,1800,2309,78,0,1532
bad,0,owner,60,49,married,no_rec,freelance,60,189,3500,0,1600,1815,88,5,1533
good,4,rent,54,27,married,no_rec,fixed,74,139,0,0,900,1132,80,4,1534
good,6,owner,60,29,married,no_rec,fixed,60,125,5000,0,1500,1531,98,3,1535
good,11,parents,60,37,married,no_rec,fixed,75,100,0,0,1150,1230,93,1,1536
bad,1,parents,48,25,single,no_rec,partime,35,50,0,0,1000,1041,96,1,1537
good,0,owner,30,55,married,no_rec,freelance,60,155,6000,0,500,635,79,6,1538
good,1,ignore,24,27,married,no_rec,partime,60,128,4000,0,400,1224,33,4,1539
bad,10,owner,36,43,married,no_rec,freelance,60,195,4500,0,1000,1905,52,5,1540
good,40,owner,48,60,married,no_rec,freelance,75,183,5000,0,1200,1308,92,4,1541
bad,0,other,60,32,married,no_rec,fixed,75,160,0,0,1300,1350,96,4,1542
good,6,other,36,36,married,no_rec,fixed,60,160,0,0,550,700,79,7,1543
good,5,parents,48,22,single,no_rec,fixed,35,75,27000,0,1300,1495,87,1,1544
bad,0,other,60,34,married,yes_rec,fixed,60,214,0,0,1700,2329,73,5,1545
good,10,priv,36,44,married,no_rec,freelance,75,77,8000,0,900,943,95,0,1546
good,5,rent,30,59,married,no_rec,fixed,81,207,20000,0,700,1460,48,5,1547
good,11,owner,48,42,married,no_rec,fixed,75,180,3500,1200,700,1703,41,6,1548
good,17,owner,24,53,married,no_rec,fixed,75,132,4000,0,400,1195,33,3,1549
bad,0,owner,60,33,married,no_rec,partime,45,128,4500,0,1250,1442,87,4,1550
bad,10,rent,60,37,married,no_rec,fixed,85,96,4000,850,1100,1340,82,0,1551
bad,9,other,60,35,married,no_rec,fixed,60,70,0,0,1500,1562,96,0,1552
good,19,rent,60,41,married,no_rec,fixed,88,125,0,0,1450,1564,93,2,1553
bad,5,owner,60,50,married,no_rec,partime,60,81,5000,0,1540,1770,87,1,1554
bad,7,owner,36,37,married,yes_rec,freelance,90,150,4500,3000,400,882,45,3,1555
good,8,rent,36,33,married,no_rec,fixed,78,175,0,0,1000,1187,84,3,1556
good,10,rent,48,56,married,no_rec,freelance,86,112,0,0,1000,1000,100,1,1557
good,20,owner,36,43,married,no_rec,fixed,60,80,3000,0,600,675,89,1,1558
good,0,owner,36,62,married,no_rec,others,45,73,5000,0,430,1132,38,2,1559
bad,6,parents,60,38,married,no_rec,freelance,105,164,0,0,480,1481,32,7,1560
good,2,priv,60,34,married,no_rec,fixed,60,186,8000,4000,1250,1350,93,4,1561
bad,0,owner,48,29,married,yes_rec,others,45,391,6500,420,2000,2397,83,8,1562
good,12,owner,48,49,married,no_rec,partime,45,80,4000,0,800,1228,65,2,1563
good,0,owner,48,49,married,no_rec,freelance,105,280,20000,0,800,1137,70,10,1564
good,9,rent,36,34,single,no_rec,fixed,49,136,0,0,800,1064,75,4,1565
bad,13,other,36,35,married,no_rec,fixed,75,70,0,0,450,450,100,-0,1566
bad,5,priv,48,44,married,yes_rec,fixed,75,199,4600,0,1600,2631,61,4,1567
bad,0,rent,48,30,married,no_rec,partime,60,150,0,0,1300,1582,82,3,1568
good,3,rent,60,44,married,no_rec,freelance,74,140,2000,0,800,992,81,5,1569
good,2,other,60,23,single,no_rec,fixed,45,175,7500,0,1500,1525,98,5,1570
bad,20,owner,60,50,married,yes_rec,freelance,45,125,3000,0,1500,1600,94,3,1571
good,8,parents,48,26,single,no_rec,fixed,35,78,0,0,500,1800,28,4,1572
good,8,owner,36,48,married,no_rec,fixed,45,75,3500,0,670,857,78,2,1573
bad,1,owner,48,42,divorced,no_rec,fixed,35,210,6500,1500,1650,1679,98,5,1574
good,35,owner,36,59,married,no_rec,freelance,60,125,6000,0,500,1389,36,5,1575
bad,7,other,48,22,married,no_rec,freelance,45,174,0,0,1100,1729,64,6,1576
bad,2,rent,60,21,married,no_rec,freelance,70,100,2000,0,1100,1260,87,2,1577
good,8,priv,60,30,married,no_rec,fixed,75,100,2000,192,1400,1460,96,1,1578
bad,10,parents,12,25,single,no_rec,freelance,35,131,0,0,675,1387,49,2,1579
good,1,other,30,26,single,no_rec,fixed,35,110,0,0,700,1340,52,3,1580
bad,1,owner,48,26,married,no_rec,freelance,75,180,1600,0,1450,1610,90,3,1581
bad,10,rent,48,34,married,no_rec,fixed,83,79,0,0,1200,1215,99,-0,1582
good,4,owner,60,32,married,yes_rec,fixed,75,183,8000,0,1170,1398,84,6,1583
bad,11,owner,36,37,married,yes_rec,freelance,60,205,13600,4500,450,625,72,8,1584
good,12,owner,60,27,married,no_rec,fixed,60,118,6000,800,900,1200,75,3,1585
good,2,parents,60,26,single,no_rec,fixed,35,117,0,0,1000,1724,58,5,1586
good,11,other,12,41,single,no_rec,fixed,35,135,0,0,1000,1300,77,1,1587
good,8,owner,48,26,married,no_rec,freelance,90,113,3000,750,1200,1450,83,1,1588
good,5,parents,60,21,single,no_rec,fixed,35,60,0,0,1100,1134,97,1,1589
bad,0,rent,36,24,single,no_rec,partime,44,85,0,0,375,575,65,4,1590
good,16,owner,60,30,married,no_rec,fixed,45,135,5000,0,1000,1230,81,5,1591
good,15,owner,36,35,married,no_rec,fixed,60,146,3500,0,1600,2122,75,2,1592
bad,4,rent,48,26,single,no_rec,freelance,50,150,0,0,1100,1335,82,4,1593
good,3,owner,36,36,married,no_rec,freelance,75,114,4000,0,1000,1818,55,1,1594
bad,1,priv,60,32,married,no_rec,freelance,75,124,1200,0,1150,1565,73,3,1595
bad,10,priv,60,43,married,no_rec,fixed,90,110,4500,1500,750,936,80,0,1596
bad,0,owner,48,39,married,yes_rec,partime,45,132,3500,0,1000,1603,62,4,1597
good,41,other,24,59,married,no_rec,fixed,60,177,0,0,500,1633,31,6,1598
bad,0,owner,36,32,married,no_rec,others,75,74,4000,0,500,1104,45,-0,1599
good,1,rent,6,25,single,no_rec,fixed,46,112,0,0,200,600,33,2,1600
bad,0,parents,36,38,married,yes_rec,freelance,75,125,11000,0,2500,3350,75,1,1601
good,2,parents,60,28,single,no_rec,fixed,35,220,0,0,1600,1739,92,7,1602
good,2,parents,60,25,single,no_rec,fixed,35,96,0,0,1300,1785,73,3,1603
good,11,parents,60,41,separated,yes_rec,fixed,35,100,0,0,1250,1549,81,3,1604
good,12,owner,12,50,married,no_rec,freelance,75,200,17000,3000,1250,1721,73,1,1605
good,2,owner,48,33,married,no_rec,fixed,75,100,6500,2000,1000,1234,81,0,1606
good,1,rent,36,28,single,no_rec,fixed,55,196,0,0,1200,1599,75,4,1607
good,4,owner,60,26,married,no_rec,fixed,45,152,4000,1200,950,1050,90,6,1608
good,1,rent,36,29,married,no_rec,freelance,54,86,0,0,500,1686,30,2,1609
good,5,owner,24,42,married,no_rec,fixed,45,113,7100,0,1800,3669,49,1,1610
good,14,owner,36,39,married,no_rec,fixed,75,200,5000,0,1000,1155,87,4,1611
bad,0,other,60,46,single,no_rec,fixed,35,150,0,0,1400,1490,94,5,1612
good,7,owner,36,24,married,no_rec,fixed,45,95,3000,0,1000,1597,63,2,1613
good,12,parents,36,31,married,no_rec,fixed,60,160,3000,1000,700,1100,64,5,1614
bad,2,other,60,37,married,no_rec,fixed,75,122,0,0,1385,1385,100,2,1615
good,17,owner,48,42,married,no_rec,fixed,90,450,8000,1800,1000,3313,30,16,1616
bad,14,rent,60,63,married,no_rec,fixed,73,127,0,0,1400,1496,94,2,1617
bad,0,rent,36,18,single,no_rec,partime,40,51,0,0,500,500,100,1,1618
good,19,owner,36,43,married,no_rec,freelance,75,70,7000,0,1000,2335,43,-0,1619
bad,0,parents,36,26,single,no_rec,partime,35,70,3500,350,375,500,75,3,1620
good,6,rent,36,24,married,no_rec,fixed,66,213,0,0,1000,1064,94,5,1621
good,14,rent,48,29,married,no_rec,fixed,52,70,0,0,800,1210,66,1,1622
bad,0,parents,48,28,divorced,yes_rec,fixed,35,280,0,0,1300,2058,63,9,1623
good,10,owner,60,39,married,yes_rec,fixed,90,195,12000,0,1500,2659,56,4,1624
good,6,parents,48,30,single,no_rec,freelance,35,56,7000,0,700,1054,66,1,1625
good,20,owner,60,43,married,no_rec,partime,60,138,20000,0,1000,1312,76,5,1626
good,12,rent,60,38,married,no_rec,fixed,96,205,3500,0,1400,1742,80,5,1627
good,3,rent,48,29,married,no_rec,fixed,59,137,0,0,800,889,90,5,1628
good,2,parents,48,28,single,no_rec,fixed,35,79,0,0,650,1379,47,3,1629
good,13,rent,60,41,single,no_rec,fixed,45,95,0,0,940,1379,68,3,1630
good,23,owner,48,60,married,no_rec,fixed,35,80,3000,0,1150,1242,93,2,1631
good,3,priv,60,54,married,no_rec,fixed,45,134,2000,0,1100,1286,86,5,1632
good,3,parents,36,22,single,no_rec,fixed,35,65,0,0,1000,1629,61,1,1633
good,2,owner,30,38,married,no_rec,fixed,75,159,11000,0,1280,1289,99,2,1634
good,30,owner,24,57,married,no_rec,freelance,45,40,17000,0,400,500,80,-0,1635
good,10,owner,24,42,married,no_rec,freelance,75,70,4600,0,500,1104,45,-0,1636
good,16,owner,60,39,married,yes_rec,fixed,60,115,3000,0,800,1373,58,4,1637
good,2,rent,48,31,married,no_rec,fixed,67,67,0,0,970,1273,76,0,1638
good,2,other,36,24,married,no_rec,fixed,60,102,0,0,900,1555,58,2,1639
good,11,owner,60,27,married,no_rec,fixed,60,125,2500,0,1100,1220,90,4,1640
good,8,owner,24,35,married,yes_rec,freelance,75,180,12000,0,1000,2256,44,3,1641
good,37,parents,36,52,married,no_rec,fixed,60,240,0,0,1510,1625,93,4,1642
bad,2,owner,48,34,married,no_rec,freelance,90,250,16000,2000,1500,1768,85,4,1643
bad,0,rent,48,39,married,no_rec,freelance,45,54,0,0,700,987,71,1,1644
bad,6,rent,48,37,married,no_rec,fixed,77,170,0,0,887,887,100,5,1645
bad,4,rent,36,27,separated,no_rec,fixed,47,116,0,0,1300,1700,76,2,1646
good,10,owner,24,34,married,no_rec,freelance,45,225,25000,0,1300,2063,63,3,1647
good,5,rent,36,63,married,no_rec,others,50,54,3000,0,550,700,79,0,1648
bad,4,rent,48,26,single,no_rec,fixed,47,124,0,0,1500,1756,85,2,1649
good,9,owner,48,23,single,no_rec,fixed,35,123,7500,0,800,1111,72,5,1650
bad,1,parents,36,28,married,yes_rec,fixed,60,95,4000,0,500,625,80,3,1651
good,7,other,48,43,married,yes_rec,fixed,75,160,0,0,1350,1519,89,3,1652
bad,2,owner,60,27,married,yes_rec,fixed,60,115,4000,800,2250,2850,79,1,1653
good,2,owner,48,52,married,no_rec,fixed,75,218,3000,10,1400,1565,89,5,1654
good,10,owner,60,40,married,no_rec,freelance,90,301,2000,0,1100,1835,60,12,1655
good,12,owner,48,48,married,no_rec,fixed,45,293,12000,0,500,600,83,24,1656
