"","X1","title","movie_id","rating","genres","popularity","runtime","movie_year","production_companies","production_countries","keywords","cast","director"
"157",157,"Sunshine",2103,4.2,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",51.502884,107,1999,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2725, ""name"": ""sunlight""}, {""id"": 3638, ""name"": ""solar energy""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4627, ""name"": ""earth""}, {""id"": 5442, ""name"": ""expiration""}]",NA,"DannyBoyle"
"158",158,"The Gunman",1294,3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",26.935458,115,2004,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Nostromo Pictures"", ""id"": 11068}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""Institut Catal\u00e0 de les Empreses Culturals (ICEC)"", ""id"": 35559}, {""name"": ""Prone Gunman"", ""id"": 58772}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}, {""name"": ""Prone Gunman A.I.E."", ""id"": 58774}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 782, ""name"": ""assassin""}, {""id"": 2708, ""name"": ""hitman""}]",NA,"PierreMorel"
"159",159,"Hackers",3680,3.54838709677419,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",17.842246,107,1995,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Suftley"", ""id"": 87394}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 4563, ""name"": ""virtual reality""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9835, ""name"": ""sexual fantasy""}, {""id"": 9864, ""name"": ""prank""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 160840, ""name"": ""dream sequence""}]",NA,"IainSoftley"
"160",160,"The Last Shot",181,2.5,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",6.7698,90,2004,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)"", ""id"": 59952}, {""name"": ""Burro Productions"", ""id"": 59955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[]",NA,"JeffNathanson"
"161",161,"Against the Ropes",4420,2.94594594594595,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2.817364,106,2004,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cort/Madden Productions"", ""id"": 53673}, {""name"": ""ATR Films"", ""id"": 53904}, {""name"": ""MMP Erste Filmproduktions"", ""id"": 53905}, {""name"": ""Moviemakers Productions (MMP)"", ""id"": 53906}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}]","CharlesS.Dutton MegRyan OmarEpps","CharlesS.Dutton"
"162",162,"Spy Kids 2: The Island of Lost Dreams",2680,3.26666666666667,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",24.085144,100,2002,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 470, ""name"": ""spy""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2041, ""name"": ""island""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 14760, ""name"": ""scientist""}]",NA,NA
"163",163,"The Hurricane",2192,3.74666666666667,"[{""id"": 18, ""name"": ""Drama""}]",20.825781,146,1999,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Azoff Entertainment"", ""id"": 10619}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 378, ""name"": ""prison""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 5402, ""name"": ""boxing school""}, {""id"": 5565, ""name"": ""biography""}]","DenzelWashington","NormanJewison"
"164",164,"Extreme Measures",2177,4.5,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3.426555,118,1996,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Simian Films"", ""id"": 10153}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 3262, ""name"": ""surgeon""}, {""id"": 6731, ""name"": ""british""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13004, ""name"": ""medical""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 158025, ""name"": ""medical research""}, {""id"": 177127, ""name"": ""emergency room""}, {""id"": 207390, ""name"": ""missing body""}]",NA,NA
"165",165,"White Squall",833,3.6,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",10.047579,129,1996,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""Scott Free Productions"", ""id"": 1645}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2082, ""name"": ""sailing trip""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3180, ""name"": ""sailing""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 46962, ""name"": ""discipline""}, {""id"": 167836, ""name"": ""squall""}, {""id"": 167837, ""name"": ""sail""}, {""id"": 167843, ""name"": ""ship captain""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 167863, ""name"": ""male bonding""}, {""id"": 167868, ""name"": ""seasickness""}, {""id"": 168683, ""name"": ""storm at sea""}, {""id"": 208992, ""name"": ""1960s""}]","CarolineGoodall JeffBridges","RidleyScott"
"166",166,"The Master",4288,2.66666666666667,"[{""id"": 18, ""name"": ""Drama""}]",25.682509,137,1989,"[{""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 4518, ""name"": ""postwar period""}, {""id"": 13017, ""name"": ""drifter""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 159028, ""name"": ""cult leader""}, {""id"": 159314, ""name"": ""scientology""}, {""id"": 162766, ""name"": ""religious cult""}, {""id"": 173179, ""name"": ""charismatic leader""}, {""id"": 177882, ""name"": ""right hand man""}]","AmyAdams JessePlemons JoaquinPhoenix PhilipSeymourHoffman","PaulThomasAnderson"
"167",167,"Reindeer Games",3350,3.04255319148936,"[{""id"": 53, ""name"": ""Thriller""}]",11.470135,124,2000,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Marty Katz Productions"", ""id"": 12552}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 378, ""name"": ""prison""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 5629, ""name"": ""role reversal""}, {""id"": 34094, ""name"": ""extramarital affair""}]","BenAffleck CharlizeTheron","JohnFrankenheimer"
"168",168,"A Man Apart",4389,3.33766233766234,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",19.854932,109,2003,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Newman/Tooley Films"", ""id"": 16791}, {""name"": ""Joseph Nittolo Entertainment"", ""id"": 21975}, {""name"": ""\""DIA\"" Productions GmbH & Co. KG"", ""id"": 37103}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1522, ""name"": ""repayment""}, {""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 8015, ""name"": ""cop""}, {""id"": 13056, ""name"": ""loss of wife""}]","LarenzTate TimothyOlyphant VinDiesel","F.GaryGray"
"169",169,"Lethal Weapon 3",3610,3.91061452513966,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",36.172182,118,1992,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 155716, ""name"": ""rookie cop""}, {""id"": 167308, ""name"": ""dog biscuit""}, {""id"": 167309, ""name"": ""shooting practice""}, {""id"": 167310, ""name"": ""sitting on a toilet""}, {""id"": 167311, ""name"": ""judo throw""}, {""id"": 167313, ""name"": ""police psychologist""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 167319, ""name"": ""firing range""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]","DannyGlover JoePesci MelGibson ReneRusso","RichardDonner"
"170",170,"Spy Kids",3466,3.46551724137931,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",21.543389,88,2001,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Troublemaker Studios"", ""id"": 10807}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 848, ""name"": ""double life""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 2143, ""name"": ""loss of parents""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 14544, ""name"": ""robot""}]","AlexaVega AntonioBanderas CarlaGugino DarylSabara","RobertRodriguez"
"171",171,"Star Trek: The Motion Picture",1902,3.38297872340426,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",24.616634,132,1979,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 504, ""name"": ""uss enterprise""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]","DeForestKelley GeorgeTakei JamesDoohan LeonardNimoy MajelBarrett WalterKoenig WilliamShatner","RobertWise"
"172",172,"The English Patient",3148,3.57758620689655,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",29.381878,162,1996,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Tiger Moth Productions"", ""id"": 12204}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 487, ""name"": ""cairo""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1959, ""name"": ""burn""}, {""id"": 1961, ""name"": ""landmine""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 1964, ""name"": ""cave""}, {""id"": 1965, ""name"": ""sandstorm""}, {""id"": 1966, ""name"": ""royal geographic society""}, {""id"": 1967, ""name"": ""cave painting""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 1969, ""name"": ""map""}, {""id"": 1971, ""name"": ""mine clearer""}, {""id"": 1972, ""name"": ""hearing""}, {""id"": 2050, ""name"": ""desert scientist""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 2053, ""name"": ""mural painting""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 7879, ""name"": ""secret love""}]","JulietteBinoche KristinScottThomas RalphFiennes WillemDafoe","AnthonyMinghella"
"173",173,"A Nightmare on Elm Street",4402,3.30392156862745,"[{""id"": 27, ""name"": ""Horror""}]",38.204158,91,1984,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Smart Egg Pictures"", ""id"": 1531}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1468, ""name"": ""child murderer""}, {""id"": 2116, ""name"": ""sleep""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 157418, ""name"": ""boiler room""}, {""id"": 163841, ""name"": ""booby trap""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 171814, ""name"": ""medical test""}, {""id"": 225209, ""name"": ""dreams""}]","JackieEarleHaley KyleGallner RooneyMara","SamuelBayer"
"174",174,"Poltergeist",1571,3.83050847457627,"[{""id"": 27, ""name"": ""Horror""}]",36.230204,114,1982,"[{""name"": ""SLM Production Group"", ""id"": 396}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2723, ""name"": ""medium""}, {""id"": 3093, ""name"": ""ghostbuster""}, {""id"": 3350, ""name"": ""poltergeist""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 196964, ""name"": ""power of goodness""}, {""id"": 198019, ""name"": ""parent-child bond""}, {""id"": 230191, ""name"": ""haunted""}]","KennediClements KyleCatlett RosemarieDeWitt SamRockwell SaxonSharbino","GilKenan"
"175",175,"The Ladykillers",2960,2.87,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",23.666229,104,2004,"[{""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""The Jacobson Company"", ""id"": 3638}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2409, ""name"": ""church choir""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 3700, ""name"": ""garbage""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","IrmaP.Hall MarlonWayans TomHanks","EthanCoen JoelCoen"
"176",176,"The Bad News Bears",1661,3.30952380952381,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",6.889633,102,1976,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 162739, ""name"": ""little league""}]","TatumO'Neal WalterMatthau","MichaelRitchie"
"177",177,"The Pianist",2743,4.05747126436782,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",50.587541,150,2002,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Canal+Polska"", ""id"": 250}, {""name"": ""Heritage Films"", ""id"": 260}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Agencja Produkcji Filmowej"", ""id"": 266}, {""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""FilmFernsehFonds Bayern"", ""id"": 268}, {""name"": ""Filmboard Berlin-Brandenburg (FBB)"", ""id"": 269}, {""name"": ""Mainstream S.A."", ""id"": 271}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""Telewizja Polska (TVP)"", ""id"": 19150}, {""name"": ""Runteam"", ""id"": 31087}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""id"": 30, ""name"": ""individual""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2156, ""name"": ""homeland""}, {""id"": 2428, ""name"": ""deportation""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2431, ""name"": ""ghetto riot""}, {""id"": 2433, ""name"": ""jew persecution""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2435, ""name"": ""warsaw ghetto""}, {""id"": 2436, ""name"": ""polish resistance""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14743, ""name"": ""pianist""}]","AdrienBrody FrankFinlay","RomanPolanski"
"178",178,"Predator 2",564,2.9375,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",27.934978,108,1990,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 1297, ""name"": ""predator""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14915, ""name"": ""invisible""}]","AdamBaldwin BillPaxton DannyGlover GaryBusey KentMcCord KevinPeterHall MariaConchitaAlonso MortonDowneyJr. RobertDavi Rub\u00e9nBlades","StephenHopkins"
"179",179,"Wonder Boys",4488,3.42105263157895,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9.011729,111,2000,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""Marubeni"", ""id"": 4650}, {""name"": ""Curtis Hanson Productions"", ""id"": 8877}, {""name"": ""MFF Feature Film Productions"", ""id"": 8878}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 596, ""name"": ""adultery""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 3616, ""name"": ""college""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13160, ""name"": ""university""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15162, ""name"": ""dog""}]","MichaelDouglas TobeyMaguire","CurtisHanson"
